Optimization Type,Function Name,Parameter,Method,Optimal x,Function Value,Iterations,Result,Time,Precision
Interval,Cubic 3,"(-8, 8)",Bisection,-7.999999523162842,-1439.9997692108277,24,Failure,0.0009524822235107422,1e-06
Interval,Cubic 4,"(-2, 2)",GoldenRatio,0.8685170647700662,-6.064604931928283,32,Success,0.0010724067687988281,1e-06
Interval,Cubic 4,"(-2, 2)",Fibonacci,0.8685170647700663,-6.064604931928283,32,Success,0.0009438991546630859,1e-06
Interval,Cubic 4,"(-2, 2)",Bisection,0.8671298027038574,-6.064597995458454,22,Success,0.0009052753448486328,1e-06
Interval,Cubic 4,"(-4, 4)",GoldenRatio,0.8685171017944044,-6.064604931928286,34,Success,0.0009355545043945312,1e-06
Interval,Cubic 4,"(-4, 4)",Fibonacci,0.8685171017944048,-6.064604931928286,34,Success,0.0009191036224365234,1e-06
Interval,Cubic 4,"(-4, 4)",Bisection,0.8671298027038574,-6.064597995458454,23,Success,0.0009016990661621094,1e-06
Interval,Cubic 4,"(-8, 8)",GoldenRatio,0.8685170560298054,-6.064604931928281,35,Success,0.0009279251098632812,1e-06
Interval,Cubic 4,"(-8, 8)",Fibonacci,0.868517056029806,-6.064604931928281,35,Success,0.0009307861328125,1e-06
Interval,Cubic 4,"(-8, 8)",Bisection,0.8671298027038574,-6.064597995458454,24,Success,0.0008952617645263672,1e-06
Interval,Cubic 5,"(-2, 2)",GoldenRatio,-1.9999995893937954,-99.99995688635458,32,Failure,0.0010976791381835938,1e-06
Interval,Cubic 5,"(-2, 2)",Fibonacci,-1.9999995893937954,-99.99995688635458,32,Failure,0.001043558120727539,1e-06
Interval,Cubic 5,"(-2, 2)",Bisection,-1.9999995231628418,-99.99994993210657,22,Failure,0.0010156631469726562,1e-06
Interval,Cubic 5,"(-4, 4)",GoldenRatio,-3.999999686324772,-485.9999068384631,34,Failure,0.0010509490966796875,1e-06
Interval,Cubic 5,"(-4, 4)",Fibonacci,-3.999999686324772,-485.9999068384631,34,Failure,0.0010454654693603516,1e-06
Interval,Cubic 5,"(-4, 4)",Bisection,-3.999999523162842,-485.99985837937766,23,Failure,0.0010106563568115234,1e-06
Interval,Cubic 5,"(-8, 8)",GoldenRatio,-7.9999996122760955,-2889.9996242955526,35,Failure,0.0010159015655517578,1e-06
Interval,Cubic 5,"(-8, 8)",Fibonacci,-7.9999996122760955,-2889.9996242955526,35,Failure,0.0010025501251220703,1e-06
Interval,Cubic 5,"(-8, 8)",Bisection,-7.999999523162842,-2889.9995379448183,24,Failure,0.0009827613830566406,1e-06
Interval,Quartic 1,"(-2, 2)",GoldenRatio,1.0000097418066547,-4.440892098500626e-16,32,Success,0.0013875961303710938,1e-06
Interval,Quartic 1,"(-2, 2)",Fibonacci,1.0000958143353085,0.0,32,Success,0.0011889934539794922,1e-06
Interval,Quartic 1,"(-2, 2)",Bisection,1.0000004768371582,0.0,22,Success,0.0011584758758544922,1e-06
Interval,Quartic 1,"(-4, 4)",GoldenRatio,1.0001571394186692,0.0,34,Success,0.0011992454528808594,1e-06
Interval,Quartic 1,"(-4, 4)",Fibonacci,0.999989921635818,4.440892098500626e-16,34,Success,0.0011816024780273438,1e-06
Interval,Quartic 1,"(-4, 4)",Bisection,1.0000004768371582,0.0,23,Success,0.0011310577392578125,1e-06
Interval,Quartic 1,"(-8, 8)",GoldenRatio,1.0001713962243337,1.7763568394002505e-15,35,Success,0.0011954307556152344,1e-06
Interval,Quartic 1,"(-8, 8)",Fibonacci,1.000067901853655,0.0,35,Success,0.0011823177337646484,1e-06
Interval,Quartic 1,"(-8, 8)",Bisection,1.0000004768371582,0.0,24,Success,0.0011563301086425781,1e-06
Interval,Quartic 2,"(-2, 2)",GoldenRatio,-1.9999995893937954,-161.99991130907802,32,Failure,0.0014154911041259766,1e-06
Interval,Quartic 2,"(-2, 2)",Fibonacci,-1.9999995893937954,-161.99991130907802,32,Failure,0.0012171268463134766,1e-06
Interval,Quartic 2,"(-2, 2)",Bisection,-1.9999995231628418,-161.99989700319838,22,Failure,0.0011968612670898438,1e-06
Interval,Quartic 2,"(-4, 4)",GoldenRatio,-3.999999686324772,-1249.9996863248014,34,Failure,0.0013513565063476562,1e-06
Interval,Quartic 2,"(-4, 4)",Fibonacci,-3.999999686324772,-1249.9996863248014,34,Failure,0.0012180805206298828,1e-06
Interval,Quartic 2,"(-4, 4)",Bisection,-3.999999523162842,-1249.99952316291,23,Failure,0.0011837482452392578,1e-06
Interval,Quartic 2,"(-8, 8)",GoldenRatio,-7.9999996122760955,-13121.997738794335,35,Failure,0.0012302398681640625,1e-06
Interval,Quartic 2,"(-8, 8)",Fibonacci,-7.9999996122760955,-13121.997738794335,35,Failure,0.00121307373046875,1e-06
Interval,Quartic 2,"(-8, 8)",Bisection,-7.999999523162842,-13121.997219085915,24,Failure,0.0011951923370361328,1e-06
Interval,Quartic 3,"(-2, 2)",GoldenRatio,-1.4319379881521517,4.9978389361282956,32,Success,0.0016336441040039062,1e-06
Interval,Quartic 3,"(-2, 2)",Fibonacci,-1.4319379881521517,4.9978389361282956,32,Success,0.0014119148254394531,1e-06
Interval,Quartic 3,"(-2, 2)",Bisection,-1.429154872894287,4.9978926706541476,22,Success,0.001397848129272461,1e-06
Interval,Quartic 3,"(-4, 4)",GoldenRatio,-1.4319381449897661,4.99783893612807,34,Success,0.0014231204986572266,1e-06
Interval,Quartic 3,"(-4, 4)",Fibonacci,-1.4319381449897657,4.997838936128072,34,Success,0.0014028549194335938,1e-06
Interval,Quartic 3,"(-4, 4)",Bisection,-1.429154872894287,4.9978926706541476,23,Success,0.0014767646789550781,1e-06
Interval,Quartic 3,"(-8, 8)",GoldenRatio,2.6704238599420655,-3.2347071696518874,35,Success,0.0014302730560302734,1e-06
Interval,Quartic 3,"(-8, 8)",Fibonacci,2.6704238599420655,-3.2347071696518874,35,Success,0.0014858245849609375,1e-06
Interval,Quartic 3,"(-8, 8)",Bisection,-1.429154872894287,4.9978926706541476,24,Success,0.0014498233795166016,1e-06
Interval,Quartic 4,"(-2, 2)",GoldenRatio,-1.9999995893937954,-103.9999761848403,32,Failure,0.0014667510986328125,1e-06
Interval,Quartic 4,"(-2, 2)",Fibonacci,-1.9999995893937954,-103.9999761848403,32,Failure,0.0011413097381591797,1e-06
Interval,Quartic 4,"(-2, 2)",Bisection,-1.9999995231628418,-103.99997234344505,22,Failure,0.00110626220703125,1e-06
Interval,Quartic 4,"(-4, 4)",GoldenRatio,-3.58526347580609,-168.23969375496526,34,Success,0.0012640953063964844,1e-06
Interval,Quartic 4,"(-4, 4)",Fibonacci,-3.58526347580609,-168.23969375496526,34,Success,0.0011532306671142578,1e-06
Interval,Quartic 4,"(-4, 4)",Bisection,-3.583815097808838,-168.23960441173566,23,Success,0.0011487007141113281,1e-06
Interval,Quartic 4,"(-8, 8)",GoldenRatio,-3.585263521570689,-168.23969375496478,35,Success,0.0011980533599853516,1e-06
Interval,Quartic 4,"(-8, 8)",Fibonacci,-3.585263521570689,-168.23969375496478,35,Success,0.0011658668518066406,1e-06
Interval,Quartic 4,"(-8, 8)",Bisection,-3.583815097808838,-168.23960441173566,24,Success,0.0011420249938964844,1e-06
Interval,Quartic 5,"(-2, 2)",GoldenRatio,1.3981611118470012,-5.459244103607715,32,Success,0.0012862682342529297,1e-06
Interval,Quartic 5,"(-2, 2)",Fibonacci,1.3981611118470012,-5.459244103607715,32,Success,0.0012516975402832031,1e-06
Interval,Quartic 5,"(-2, 2)",Bisection,1.394019603729248,-5.459021557167018,22,Success,0.0012276172637939453,1e-06
Interval,Quartic 5,"(-4, 4)",GoldenRatio,1.398160955009387,-5.459244103608048,34,Success,0.0013878345489501953,1e-06
Interval,Quartic 5,"(-4, 4)",Fibonacci,1.3981609550093874,-5.459244103608047,34,Success,0.0012481212615966797,1e-06
Interval,Quartic 5,"(-4, 4)",Bisection,1.394019603729248,-5.459021557167018,23,Success,0.0012135505676269531,1e-06
